y_true,y_prob,cum_profit,population_pct,risk_segment,risk_segment_dyn,transaction_profit
0,6.997772e-05,98150,30.070000000000004,Low Risk,Low Risk,-10
0,6.9974456e-05,98140,30.075000000000003,Low Risk,Low Risk,-10
0,6.99409e-05,98130,30.080000000000002,Low Risk,Low Risk,-10
0,6.9904825e-05,98120,30.085,Low Risk,Low Risk,-10
0,6.990463e-05,98110,30.09,Low Risk,Low Risk,-10
0,6.988543e-05,98100,30.095,Low Risk,Low Risk,-10
0,6.982774e-05,98090,30.099999999999998,Low Risk,Low Risk,-10
0,6.980544e-05,98080,30.104999999999997,Low Risk,Low Risk,-10
0,6.978261e-05,98070,30.11,Low Risk,Low Risk,-10
0,6.974675e-05,98060,30.115,Low Risk,Low Risk,-10
0,6.970253e-05,98050,30.12,Low Risk,Low Risk,-10
0,6.965244e-05,98040,30.125,Low Risk,Low Risk,-10
0,6.961133e-05,98030,30.130000000000003,Low Risk,Low Risk,-10
0,6.957815e-05,98020,30.135,Low Risk,Low Risk,-10
0,6.9576025e-05,98010,30.14,Low Risk,Low Risk,-10
0,6.9574366e-05,98000,30.145,Low Risk,Low Risk,-10
0,6.957158e-05,97990,30.15,Low Risk,Low Risk,-10
0,6.948824e-05,97980,30.154999999999998,Low Risk,Low Risk,-10
0,6.946438e-05,97970,30.159999999999997,Low Risk,Low Risk,-10
0,6.936602e-05,97960,30.165,Low Risk,Low Risk,-10
0,6.936463e-05,97950,30.17,Low Risk,Low Risk,-10
0,6.92221e-05,97940,30.175,Low Risk,Low Risk,-10
0,6.903594e-05,97930,30.18,Low Risk,Low Risk,-10
0,6.9007496e-05,97920,30.185000000000002,Low Risk,Low Risk,-10
0,6.898888e-05,97910,30.19,Low Risk,Low Risk,-10
0,6.8962894e-05,97900,30.195,Low Risk,Low Risk,-10
0,6.892194e-05,97890,30.2,Low Risk,Low Risk,-10
0,6.8858804e-05,97880,30.205,Low Risk,Low Risk,-10
0,6.8844296e-05,97870,30.209999999999997,Low Risk,Low Risk,-10
0,6.882677e-05,97860,30.214999999999996,Low Risk,Low Risk,-10
0,6.876373e-05,97850,30.220000000000002,Low Risk,Low Risk,-10
0,6.874458e-05,97840,30.225,Low Risk,Low Risk,-10
0,6.873711e-05,97830,30.23,Low Risk,Low Risk,-10
0,6.866884e-05,97820,30.235,Low Risk,Low Risk,-10
0,6.865437e-05,97810,30.240000000000002,Low Risk,Low Risk,-10
0,6.864972e-05,97800,30.245,Low Risk,Low Risk,-10
0,6.8572845e-05,97790,30.25,Low Risk,Low Risk,-10
0,6.8545385e-05,97780,30.255,Low Risk,Low Risk,-10
0,6.8507026e-05,97770,30.259999999999998,Low Risk,Low Risk,-10
0,6.849749e-05,97760,30.264999999999997,Low Risk,Low Risk,-10
0,6.847717e-05,97750,30.270000000000003,Low Risk,Low Risk,-10
0,6.8406494e-05,97740,30.275000000000002,Low Risk,Low Risk,-10
0,6.837701e-05,97730,30.28,Low Risk,Low Risk,-10
0,6.835302e-05,97720,30.285,Low Risk,Low Risk,-10
0,6.8310605e-05,97710,30.29,Low Risk,Low Risk,-10
0,6.830383e-05,97700,30.294999999999998,Low Risk,Low Risk,-10
0,6.83022e-05,97690,30.3,Low Risk,Low Risk,-10
0,6.827401e-05,97680,30.305,Low Risk,Low Risk,-10
0,6.821621e-05,97670,30.31,Low Risk,Low Risk,-10
0,6.815594e-05,97660,30.314999999999998,Low Risk,Low Risk,-10
0,6.812468e-05,97650,30.320000000000004,Low Risk,Low Risk,-10
0,6.80913e-05,97640,30.325000000000003,Low Risk,Low Risk,-10
0,6.802017e-05,97630,30.330000000000002,Low Risk,Low Risk,-10
0,6.7963956e-05,97620,30.335,Low Risk,Low Risk,-10
0,6.789108e-05,97610,30.34,Low Risk,Low Risk,-10
0,6.788422e-05,97600,30.345,Low Risk,Low Risk,-10
0,6.781745e-05,97590,30.349999999999998,Low Risk,Low Risk,-10
0,6.767125e-05,97580,30.354999999999997,Low Risk,Low Risk,-10
0,6.765821e-05,97570,30.36,Low Risk,Low Risk,-10
0,6.762171e-05,97560,30.365,Low Risk,Low Risk,-10
0,6.74984e-05,97550,30.37,Low Risk,Low Risk,-10
0,6.7494664e-05,97540,30.375000000000004,Low Risk,Low Risk,-10
0,6.74457e-05,97530,30.380000000000003,Low Risk,Low Risk,-10
0,6.741503e-05,97520,30.385,Low Risk,Low Risk,-10
0,6.737383e-05,97510,30.39,Low Risk,Low Risk,-10
0,6.728626e-05,97500,30.395,Low Risk,Low Risk,-10
0,6.724059e-05,97490,30.4,Low Risk,Low Risk,-10
0,6.720546e-05,97480,30.404999999999998,Low Risk,Low Risk,-10
0,6.7199755e-05,97470,30.409999999999997,Low Risk,Low Risk,-10
0,6.718425e-05,97460,30.415,Low Risk,Low Risk,-10
0,6.715158e-05,97450,30.42,Low Risk,Low Risk,-10
0,6.713967e-05,97440,30.425,Low Risk,Low Risk,-10
0,6.704888e-05,97430,30.43,Low Risk,Low Risk,-10
0,6.704434e-05,97420,30.435000000000002,Low Risk,Low Risk,-10
0,6.7042165e-05,97410,30.44,Low Risk,Low Risk,-10
0,6.7006695e-05,97400,30.445,Low Risk,Low Risk,-10
0,6.68546e-05,97390,30.45,Low Risk,Low Risk,-10
0,6.6795656e-05,97380,30.455,Low Risk,Low Risk,-10
0,6.678202e-05,97370,30.459999999999997,Low Risk,Low Risk,-10
0,6.677954e-05,97360,30.464999999999996,Low Risk,Low Risk,-10
0,6.673091e-05,97350,30.470000000000002,Low Risk,Low Risk,-10
0,6.667817e-05,97340,30.475,Low Risk,Low Risk,-10
0,6.667461e-05,97330,30.48,Low Risk,Low Risk,-10
0,6.664493e-05,97320,30.485,Low Risk,Low Risk,-10
0,6.6579625e-05,97310,30.490000000000002,Low Risk,Low Risk,-10
0,6.653685e-05,97300,30.495,Low Risk,Low Risk,-10
0,6.646905e-05,97290,30.5,Low Risk,Low Risk,-10
0,6.646576e-05,97280,30.505,Low Risk,Low Risk,-10
0,6.6451306e-05,97270,30.509999999999998,Low Risk,Low Risk,-10
0,6.644877e-05,97260,30.514999999999997,Low Risk,Low Risk,-10
0,6.6345245e-05,97250,30.520000000000003,Low Risk,Low Risk,-10
0,6.6336266e-05,97240,30.525000000000002,Low Risk,Low Risk,-10
0,6.621365e-05,97230,30.53,Low Risk,Low Risk,-10
0,6.614751e-05,97220,30.535,Low Risk,Low Risk,-10
0,6.614171e-05,97210,30.54,Low Risk,Low Risk,-10
0,6.6134395e-05,97200,30.545,Low Risk,Low Risk,-10
0,6.60677e-05,97190,30.55,Low Risk,Low Risk,-10
0,6.602582e-05,97180,30.555,Low Risk,Low Risk,-10
0,6.597056e-05,97170,30.56,Low Risk,Low Risk,-10
0,6.595408e-05,97160,30.564999999999998,Low Risk,Low Risk,-10
0,6.5953456e-05,97150,30.570000000000004,Low Risk,Low Risk,-10
0,6.592622e-05,97140,30.575000000000003,Low Risk,Low Risk,-10
0,6.591019e-05,97130,30.580000000000002,Low Risk,Low Risk,-10
0,6.589976e-05,97120,30.585,Low Risk,Low Risk,-10
0,6.5858614e-05,97110,30.59,Low Risk,Low Risk,-10
0,6.5817054e-05,97100,30.595,Low Risk,Low Risk,-10
0,6.571539e-05,97090,30.599999999999998,Low Risk,Low Risk,-10
0,6.570737e-05,97080,30.605,Low Risk,Low Risk,-10
0,6.5613574e-05,97070,30.61,Low Risk,Low Risk,-10
0,6.559755e-05,97060,30.615,Low Risk,Low Risk,-10
0,6.5563974e-05,97050,30.620000000000005,Low Risk,Low Risk,-10
0,6.5553846e-05,97040,30.625000000000004,Low Risk,Low Risk,-10
0,6.537181e-05,97030,30.630000000000003,Low Risk,Low Risk,-10
0,6.5317974e-05,97020,30.635,Low Risk,Low Risk,-10
0,6.521988e-05,97010,30.64,Low Risk,Low Risk,-10
0,6.518779e-05,97000,30.645,Low Risk,Low Risk,-10
0,6.514802e-05,96990,30.65,Low Risk,Low Risk,-10
0,6.513952e-05,96980,30.654999999999998,Low Risk,Low Risk,-10
0,6.5136344e-05,96970,30.659999999999997,Low Risk,Low Risk,-10
0,6.503158e-05,96960,30.665,Low Risk,Low Risk,-10
0,6.4974614e-05,96950,30.669999999999998,Low Risk,Low Risk,-10
0,6.4934036e-05,96940,30.675,Low Risk,Low Risk,-10
0,6.4911816e-05,96930,30.680000000000003,Low Risk,Low Risk,-10
0,6.488786e-05,96920,30.685000000000002,Low Risk,Low Risk,-10
0,6.4877095e-05,96910,30.69,Low Risk,Low Risk,-10
0,6.4866705e-05,96900,30.695,Low Risk,Low Risk,-10
0,6.477509e-05,96890,30.7,Low Risk,Low Risk,-10
0,6.461697e-05,96880,30.705,Low Risk,Low Risk,-10
0,6.460502e-05,96870,30.709999999999997,Low Risk,Low Risk,-10
0,6.460089e-05,96860,30.714999999999996,Low Risk,Low Risk,-10
0,6.458044e-05,96850,30.72,Low Risk,Low Risk,-10
0,6.4557724e-05,96840,30.725,Low Risk,Low Risk,-10
0,6.45475e-05,96830,30.73,Low Risk,Low Risk,-10
0,6.444362e-05,96820,30.735,Low Risk,Low Risk,-10
0,6.4439446e-05,96810,30.740000000000002,Low Risk,Low Risk,-10
0,6.441352e-05,96800,30.745,Low Risk,Low Risk,-10
0,6.428882e-05,96790,30.75,Low Risk,Low Risk,-10
0,6.412314e-05,96780,30.755,Low Risk,Low Risk,-10
0,6.411024e-05,96770,30.759999999999998,Low Risk,Low Risk,-10
0,6.4095264e-05,96760,30.764999999999997,Low Risk,Low Risk,-10
0,6.398747e-05,96750,30.769999999999996,Low Risk,Low Risk,-10
0,6.397228e-05,96740,30.775000000000002,Low Risk,Low Risk,-10
0,6.397069e-05,96730,30.78,Low Risk,Low Risk,-10
0,6.380017e-05,96720,30.785,Low Risk,Low Risk,-10
0,6.370624e-05,96710,30.79,Low Risk,Low Risk,-10
0,6.370448e-05,96700,30.795,Low Risk,Low Risk,-10
0,6.368037e-05,96690,30.8,Low Risk,Low Risk,-10
0,6.367867e-05,96680,30.805,Low Risk,Low Risk,-10
0,6.362968e-05,96670,30.81,Low Risk,Low Risk,-10
0,6.3626285e-05,96660,30.814999999999998,Low Risk,Low Risk,-10
0,6.358528e-05,96650,30.819999999999997,Low Risk,Low Risk,-10
0,6.3429514e-05,96640,30.825000000000003,Low Risk,Low Risk,-10
0,6.341821e-05,96630,30.830000000000002,Low Risk,Low Risk,-10
0,6.338368e-05,96620,30.835,Low Risk,Low Risk,-10
0,6.3272746e-05,96610,30.84,Low Risk,Low Risk,-10
0,6.325779e-05,96600,30.845,Low Risk,Low Risk,-10
0,6.323885e-05,96590,30.85,Low Risk,Low Risk,-10
0,6.319026e-05,96580,30.855,Low Risk,Low Risk,-10
0,6.3166524e-05,96570,30.86,Low Risk,Low Risk,-10
0,6.311618e-05,96560,30.865,Low Risk,Low Risk,-10
0,6.3107334e-05,96550,30.869999999999997,Low Risk,Low Risk,-10
0,6.3065585e-05,96540,30.875000000000004,Low Risk,Low Risk,-10
0,6.3062755e-05,96530,30.880000000000003,Low Risk,Low Risk,-10
0,6.305687e-05,96520,30.885,Low Risk,Low Risk,-10
0,6.3035644e-05,96510,30.89,Low Risk,Low Risk,-10
0,6.30122e-05,96500,30.895,Low Risk,Low Risk,-10
0,6.2938336e-05,96490,30.9,Low Risk,Low Risk,-10
0,6.292339e-05,96480,30.904999999999998,Low Risk,Low Risk,-10
0,6.2865154e-05,96470,30.91,Low Risk,Low Risk,-10
0,6.2865096e-05,96460,30.915,Low Risk,Low Risk,-10
0,6.2838066e-05,96450,30.919999999999998,Low Risk,Low Risk,-10
0,6.280038e-05,96440,30.925000000000004,Low Risk,Low Risk,-10
0,6.274908e-05,96430,30.930000000000003,Low Risk,Low Risk,-10
0,6.274663e-05,96420,30.935000000000002,Low Risk,Low Risk,-10
0,6.2691965e-05,96410,30.94,Low Risk,Low Risk,-10
0,6.2691244e-05,96400,30.945,Low Risk,Low Risk,-10
0,6.267481e-05,96390,30.95,Low Risk,Low Risk,-10
0,6.266823e-05,96380,30.955,Low Risk,Low Risk,-10
0,6.261184e-05,96370,30.959999999999997,Low Risk,Low Risk,-10
0,6.251221e-05,96360,30.964999999999996,Low Risk,Low Risk,-10
0,6.244697e-05,96350,30.97,Low Risk,Low Risk,-10
0,6.2422616e-05,96340,30.975,Low Risk,Low Risk,-10
0,6.240221e-05,96330,30.98,Low Risk,Low Risk,-10
0,6.237977e-05,96320,30.985000000000003,Low Risk,Low Risk,-10
0,6.23347e-05,96310,30.990000000000002,Low Risk,Low Risk,-10
0,6.2321385e-05,96300,30.995,Low Risk,Low Risk,-10
0,6.229643e-05,96290,31.0,Low Risk,Low Risk,-10
0,6.223912e-05,96280,31.005,Low Risk,Low Risk,-10
0,6.212735e-05,96270,31.009999999999998,Low Risk,Low Risk,-10
0,6.208837e-05,96260,31.014999999999997,Low Risk,Low Risk,-10
0,6.201483e-05,96250,31.019999999999996,Low Risk,Low Risk,-10
0,6.1920924e-05,96240,31.025000000000002,Low Risk,Low Risk,-10
0,6.191939e-05,96230,31.03,Low Risk,Low Risk,-10
0,6.186155e-05,96220,31.035,Low Risk,Low Risk,-10
0,6.184014e-05,96210,31.04,Low Risk,Low Risk,-10
0,6.183448e-05,96200,31.045,Low Risk,Low Risk,-10
0,6.1819796e-05,96190,31.05,Low Risk,Low Risk,-10
0,6.1771774e-05,96180,31.055,Low Risk,Low Risk,-10
0,6.173449e-05,96170,31.06,Low Risk,Low Risk,-10
0,6.172001e-05,96160,31.064999999999998,Low Risk,Low Risk,-10
0,6.166671e-05,96150,31.069999999999997,Low Risk,Low Risk,-10
0,6.16352e-05,96140,31.075000000000003,Low Risk,Low Risk,-10
0,6.161399e-05,96130,31.080000000000002,Low Risk,Low Risk,-10
0,6.154745e-05,96120,31.085,Low Risk,Low Risk,-10
0,6.151846e-05,96110,31.09,Low Risk,Low Risk,-10
0,6.1503975e-05,96100,31.095,Low Risk,Low Risk,-10
0,6.1464045e-05,96090,31.1,Low Risk,Low Risk,-10
0,6.1460116e-05,96080,31.105,Low Risk,Low Risk,-10
0,6.139287e-05,96070,31.11,Low Risk,Low Risk,-10
0,6.13725e-05,96060,31.115,Low Risk,Low Risk,-10
0,6.135226e-05,96050,31.119999999999997,Low Risk,Low Risk,-10
0,6.130763e-05,96040,31.125000000000004,Low Risk,Low Risk,-10
0,6.1300794e-05,96030,31.130000000000003,Low Risk,Low Risk,-10
0,6.1250714e-05,96020,31.135,Low Risk,Low Risk,-10
0,6.113721e-05,96010,31.14,Low Risk,Low Risk,-10
0,6.107842e-05,96000,31.145,Low Risk,Low Risk,-10
0,6.103673e-05,95990,31.15,Low Risk,Low Risk,-10
0,6.101793e-05,95980,31.155,Low Risk,Low Risk,-10
0,6.1016013e-05,95970,31.16,Low Risk,Low Risk,-10
0,6.0987157e-05,95960,31.165,Low Risk,Low Risk,-10
0,6.09378e-05,95950,31.169999999999998,Low Risk,Low Risk,-10
0,6.0937044e-05,95940,31.175000000000004,Low Risk,Low Risk,-10
0,6.0798142e-05,95930,31.180000000000003,Low Risk,Low Risk,-10
0,6.078927e-05,95920,31.185000000000002,Low Risk,Low Risk,-10
0,6.0773564e-05,95910,31.19,Low Risk,Low Risk,-10
0,6.0772698e-05,95900,31.195,Low Risk,Low Risk,-10
0,6.076458e-05,95890,31.2,Low Risk,Low Risk,-10
0,6.0731392e-05,95880,31.205,Low Risk,Low Risk,-10
0,6.0726117e-05,95870,31.209999999999997,Low Risk,Low Risk,-10
0,6.069775e-05,95860,31.215,Low Risk,Low Risk,-10
0,6.0632094e-05,95850,31.22,Low Risk,Low Risk,-10
0,6.062191e-05,95840,31.225,Low Risk,Low Risk,-10
0,6.0617633e-05,95830,31.230000000000004,Low Risk,Low Risk,-10
0,6.0614744e-05,95820,31.235000000000003,Low Risk,Low Risk,-10
0,6.0571874e-05,95810,31.240000000000002,Low Risk,Low Risk,-10
0,6.052729e-05,95800,31.245,Low Risk,Low Risk,-10
0,6.044061e-05,95790,31.25,Low Risk,Low Risk,-10
0,6.0405917e-05,95780,31.255,Low Risk,Low Risk,-10
0,6.038651e-05,95770,31.259999999999998,Low Risk,Low Risk,-10
0,6.038121e-05,95760,31.264999999999997,Low Risk,Low Risk,-10
0,6.0372404e-05,95750,31.269999999999996,Low Risk,Low Risk,-10
0,6.027852e-05,95740,31.275,Low Risk,Low Risk,-10
0,6.0183516e-05,95730,31.28,Low Risk,Low Risk,-10
0,6.00925e-05,95720,31.285,Low Risk,Low Risk,-10
0,6.0029957e-05,95710,31.290000000000003,Low Risk,Low Risk,-10
0,6.0026065e-05,95700,31.295,Low Risk,Low Risk,-10
0,5.9995902e-05,95690,31.3,Low Risk,Low Risk,-10
0,5.9980342e-05,95680,31.305,Low Risk,Low Risk,-10
0,5.9960155e-05,95670,31.31,Low Risk,Low Risk,-10
0,5.9918664e-05,95660,31.314999999999998,Low Risk,Low Risk,-10
0,5.9796166e-05,95650,31.319999999999997,Low Risk,Low Risk,-10
0,5.9753525e-05,95640,31.324999999999996,Low Risk,Low Risk,-10
0,5.9720544e-05,95630,31.330000000000002,Low Risk,Low Risk,-10
0,5.9611866e-05,95620,31.335,Low Risk,Low Risk,-10
0,5.9522856e-05,95610,31.34,Low Risk,Low Risk,-10
0,5.9515645e-05,95600,31.345,Low Risk,Low Risk,-10
0,5.9509854e-05,95590,31.35,Low Risk,Low Risk,-10
0,5.9381175e-05,95580,31.355,Low Risk,Low Risk,-10
0,5.932927e-05,95570,31.36,Low Risk,Low Risk,-10
0,5.9289454e-05,95560,31.365,Low Risk,Low Risk,-10
0,5.9218935e-05,95550,31.369999999999997,Low Risk,Low Risk,-10
0,5.9187263e-05,95540,31.374999999999996,Low Risk,Low Risk,-10
0,5.9184436e-05,95530,31.380000000000003,Low Risk,Low Risk,-10
0,5.9175858e-05,95520,31.385,Low Risk,Low Risk,-10
0,5.9157977e-05,95510,31.39,Low Risk,Low Risk,-10
0,5.9105474e-05,95500,31.395,Low Risk,Low Risk,-10
0,5.909443e-05,95490,31.4,Low Risk,Low Risk,-10
0,5.908812e-05,95480,31.405,Low Risk,Low Risk,-10
0,5.9027578e-05,95470,31.41,Low Risk,Low Risk,-10
0,5.9004222e-05,95460,31.415,Low Risk,Low Risk,-10
0,5.895107e-05,95450,31.419999999999998,Low Risk,Low Risk,-10
0,5.892606e-05,95440,31.424999999999997,Low Risk,Low Risk,-10
0,5.891539e-05,95430,31.430000000000003,Low Risk,Low Risk,-10
0,5.88914e-05,95420,31.435000000000002,Low Risk,Low Risk,-10
0,5.888472e-05,95410,31.44,Low Risk,Low Risk,-10
0,5.886479e-05,95400,31.445,Low Risk,Low Risk,-10
0,5.883123e-05,95390,31.45,Low Risk,Low Risk,-10
0,5.8772854e-05,95380,31.455,Low Risk,Low Risk,-10
0,5.8768597e-05,95370,31.46,Low Risk,Low Risk,-10
0,5.8762093e-05,95360,31.465,Low Risk,Low Risk,-10
0,5.8633683e-05,95350,31.47,Low Risk,Low Risk,-10
0,5.86016e-05,95340,31.474999999999998,Low Risk,Low Risk,-10
0,5.8578302e-05,95330,31.480000000000004,Low Risk,Low Risk,-10
0,5.8555797e-05,95320,31.485000000000003,Low Risk,Low Risk,-10
0,5.855395e-05,95310,31.490000000000002,Low Risk,Low Risk,-10
0,5.8445614e-05,95300,31.495,Low Risk,Low Risk,-10
0,5.8411682e-05,95290,31.5,Low Risk,Low Risk,-10
0,5.836708e-05,95280,31.505,Low Risk,Low Risk,-10
0,5.832936e-05,95270,31.509999999999998,Low Risk,Low Risk,-10
0,5.8306163e-05,95260,31.514999999999997,Low Risk,Low Risk,-10
0,5.8294772e-05,95250,31.52,Low Risk,Low Risk,-10
0,5.8288268e-05,95240,31.525,Low Risk,Low Risk,-10
0,5.8250203e-05,95230,31.53,Low Risk,Low Risk,-10
0,5.824231e-05,95220,31.535000000000004,Low Risk,Low Risk,-10
0,5.817731e-05,95210,31.540000000000003,Low Risk,Low Risk,-10
0,5.8162837e-05,95200,31.545,Low Risk,Low Risk,-10
0,5.813644e-05,95190,31.55,Low Risk,Low Risk,-10
0,5.81299e-05,95180,31.555,Low Risk,Low Risk,-10
0,5.810523e-05,95170,31.56,Low Risk,Low Risk,-10
0,5.8045418e-05,95160,31.564999999999998,Low Risk,Low Risk,-10
0,5.8020516e-05,95150,31.569999999999997,Low Risk,Low Risk,-10
0,5.7994297e-05,95140,31.574999999999996,Low Risk,Low Risk,-10
0,5.796676e-05,95130,31.580000000000002,Low Risk,Low Risk,-10
0,5.7964826e-05,95120,31.585,Low Risk,Low Risk,-10
0,5.7949408e-05,95110,31.59,Low Risk,Low Risk,-10
0,5.7862602e-05,95100,31.595000000000002,Low Risk,Low Risk,-10
0,5.7706435e-05,95090,31.6,Low Risk,Low Risk,-10
0,5.7705227e-05,95080,31.605,Low Risk,Low Risk,-10
0,5.7638015e-05,95070,31.61,Low Risk,Low Risk,-10
0,5.7633126e-05,95060,31.615,Low Risk,Low Risk,-10
0,5.7590987e-05,95050,31.619999999999997,Low Risk,Low Risk,-10
0,5.7565016e-05,95040,31.624999999999996,Low Risk,Low Risk,-10
0,5.7519857e-05,95030,31.630000000000003,Low Risk,Low Risk,-10
0,5.7401117e-05,95020,31.635,Low Risk,Low Risk,-10
0,5.7338744e-05,95010,31.64,Low Risk,Low Risk,-10
0,5.7338693e-05,95000,31.645,Low Risk,Low Risk,-10
0,5.7327372e-05,94990,31.65,Low Risk,Low Risk,-10
0,5.7318248e-05,94980,31.655,Low Risk,Low Risk,-10
0,5.7291738e-05,94970,31.66,Low Risk,Low Risk,-10
0,5.7279118e-05,94960,31.665,Low Risk,Low Risk,-10
0,5.7267156e-05,94950,31.669999999999998,Low Risk,Low Risk,-10
0,5.726328e-05,94940,31.674999999999997,Low Risk,Low Risk,-10
0,5.7261645e-05,94930,31.680000000000003,Low Risk,Low Risk,-10
0,5.7239096e-05,94920,31.685000000000002,Low Risk,Low Risk,-10
0,5.72045e-05,94910,31.69,Low Risk,Low Risk,-10
0,5.720352e-05,94900,31.695,Low Risk,Low Risk,-10
0,5.716644e-05,94890,31.7,Low Risk,Low Risk,-10
0,5.715434e-05,94880,31.705,Low Risk,Low Risk,-10
0,5.7108133e-05,94870,31.71,Low Risk,Low Risk,-10
0,5.709997e-05,94860,31.715,Low Risk,Low Risk,-10
0,5.7027864e-05,94850,31.72,Low Risk,Low Risk,-10
0,5.7024277e-05,94840,31.724999999999998,Low Risk,Low Risk,-10
0,5.692224e-05,94830,31.730000000000004,Low Risk,Low Risk,-10
0,5.691931e-05,94820,31.735000000000003,Low Risk,Low Risk,-10
0,5.6908997e-05,94810,31.740000000000002,Low Risk,Low Risk,-10
0,5.6899233e-05,94800,31.745,Low Risk,Low Risk,-10
0,5.6875902e-05,94790,31.75,Low Risk,Low Risk,-10
0,5.6866415e-05,94780,31.755,Low Risk,Low Risk,-10
0,5.6827055e-05,94770,31.759999999999998,Low Risk,Low Risk,-10
0,5.664975e-05,94760,31.765,Low Risk,Low Risk,-10
0,5.656154e-05,94750,31.77,Low Risk,Low Risk,-10
0,5.6430516e-05,94740,31.775,Low Risk,Low Risk,-10
0,5.6424975e-05,94730,31.78,Low Risk,Low Risk,-10
0,5.6410343e-05,94720,31.785000000000004,Low Risk,Low Risk,-10
0,5.6392862e-05,94710,31.790000000000003,Low Risk,Low Risk,-10
0,5.6392753e-05,94700,31.795,Low Risk,Low Risk,-10
0,5.632557e-05,94690,31.8,Low Risk,Low Risk,-10
0,5.6319233e-05,94680,31.805,Low Risk,Low Risk,-10
0,5.6317676e-05,94670,31.81,Low Risk,Low Risk,-10
0,5.630887e-05,94660,31.814999999999998,Low Risk,Low Risk,-10
0,5.6290024e-05,94650,31.819999999999997,Low Risk,Low Risk,-10
0,5.6280736e-05,94640,31.825,Low Risk,Low Risk,-10
0,5.623321e-05,94630,31.830000000000002,Low Risk,Low Risk,-10
0,5.62272e-05,94620,31.835,Low Risk,Low Risk,-10
0,5.6189947e-05,94610,31.840000000000003,Low Risk,Low Risk,-10
0,5.6182074e-05,94600,31.845000000000002,Low Risk,Low Risk,-10
0,5.6181965e-05,94590,31.85,Low Risk,Low Risk,-10
0,5.616284e-05,94580,31.855,Low Risk,Low Risk,-10
0,5.611348e-05,94570,31.86,Low Risk,Low Risk,-10
0,5.6096575e-05,94560,31.865,Low Risk,Low Risk,-10
0,5.609267e-05,94550,31.869999999999997,Low Risk,Low Risk,-10
0,5.6073204e-05,94540,31.874999999999996,Low Risk,Low Risk,-10
0,5.6057434e-05,94530,31.879999999999995,Low Risk,Low Risk,-10
0,5.5996363e-05,94520,31.885,Low Risk,Low Risk,-10
0,5.596561e-05,94510,31.89,Low Risk,Low Risk,-10
0,5.5937227e-05,94500,31.895,Low Risk,Low Risk,-10
0,5.5892495e-05,94490,31.900000000000002,Low Risk,Low Risk,-10
0,5.5886947e-05,94480,31.905,Low Risk,Low Risk,-10
0,5.5869794e-05,94470,31.91,Low Risk,Low Risk,-10
0,5.5848537e-05,94460,31.915,Low Risk,Low Risk,-10
0,5.5823453e-05,94450,31.919999999999998,Low Risk,Low Risk,-10
0,5.5823453e-05,94440,31.924999999999997,Low Risk,Low Risk,-10
0,5.5795783e-05,94430,31.929999999999996,Low Risk,Low Risk,-10
0,5.574143e-05,94420,31.935000000000002,Low Risk,Low Risk,-10
0,5.5737015e-05,94410,31.94,Low Risk,Low Risk,-10
0,5.570673e-05,94400,31.945,Low Risk,Low Risk,-10
0,5.567046e-05,94390,31.95,Low Risk,Low Risk,-10
0,5.566271e-05,94380,31.955,Low Risk,Low Risk,-10
0,5.5615328e-05,94370,31.96,Low Risk,Low Risk,-10
0,5.5607106e-05,94360,31.965,Low Risk,Low Risk,-10
0,5.5576995e-05,94350,31.97,Low Risk,Low Risk,-10
0,5.555553e-05,94340,31.974999999999998,Low Risk,Low Risk,-10
0,5.5512483e-05,94330,31.979999999999997,Low Risk,Low Risk,-10
0,5.5469776e-05,94320,31.985000000000003,Low Risk,Low Risk,-10
0,5.542515e-05,94310,31.990000000000002,Low Risk,Low Risk,-10
0,5.5367196e-05,94300,31.995,Low Risk,Low Risk,-10
0,5.5352044e-05,94290,32.0,Low Risk,Low Risk,-10
0,5.5291588e-05,94280,32.005,Low Risk,Low Risk,-10
0,5.5250635e-05,94270,32.01,Low Risk,Low Risk,-10
0,5.520671e-05,94260,32.015,Low Risk,Low Risk,-10
0,5.51965e-05,94250,32.019999999999996,Low Risk,Low Risk,-10
0,5.5182023e-05,94240,32.025,Low Risk,Low Risk,-10
0,5.507756e-05,94230,32.029999999999994,Low Risk,Low Risk,-10
0,5.5044744e-05,94220,32.035000000000004,Low Risk,Low Risk,-10
0,5.5024902e-05,94210,32.04,Low Risk,Low Risk,-10
0,5.4991648e-05,94200,32.045,Low Risk,Low Risk,-10
0,5.4968627e-05,94190,32.05,Low Risk,Low Risk,-10
0,5.494143e-05,94180,32.055,Low Risk,Low Risk,-10
0,5.4936194e-05,94170,32.06,Low Risk,Low Risk,-10
0,5.490147e-05,94160,32.065,Low Risk,Low Risk,-10
0,5.4885084e-05,94150,32.07,Low Risk,Low Risk,-10
0,5.484872e-05,94140,32.074999999999996,Low Risk,Low Risk,-10
0,5.48347e-05,94130,32.08,Low Risk,Low Risk,-10
0,5.4810553e-05,94120,32.085,Low Risk,Low Risk,-10
0,5.480904e-05,94110,32.09,Low Risk,Low Risk,-10
0,5.4774602e-05,94100,32.095,Low Risk,Low Risk,-10
0,5.4766504e-05,94090,32.1,Low Risk,Low Risk,-10
0,5.474379e-05,94080,32.105,Low Risk,Low Risk,-10
0,5.4702356e-05,94070,32.11,Low Risk,Low Risk,-10
0,5.46767e-05,94060,32.115,Low Risk,Low Risk,-10
